"id","country","age","gender","ses","fses","religion","married","education","ethnicity","IGF01","IGF02","IGF03","IGI01","IGI02","IGI03","OGF01","OGF02","OGF03","OGI01","OGI02","OGI03","ENDBCL01","ENDBCL02","ENDBCL03","ENDBBL01","ENDBBL02","ENDBBL03","empathic_concern_01","empathic_concern_02","empathic_concern_03","perspective_taking_01","perspective_taking_02","perspective_taking_03","perspective_taking_04","event_positive_affect","event_negative_affect","event_episodic_recall_01","event_episodic_recall_02","event_shared_perception_01","event_shared_perception_02","event_reflection_01","event_reflection_02","event_transformative_indiv_01","event_transformative_indiv_02","event_transformative_group_01","event_transformative_group_02","religious_freedom_per_01","religious_freedom_per_02","religious_freedom_per_03","religious_freedom_per_04","religious_freedom_per_05","religious_freedom_per_06","religious_freedom_per_07","religious_freedom_per_08","religious_freedom_exp_01","religious_freedom_exp_02","religious_freedom_exp_03","religious_freedom_exp_04","religious_freedom_exp_05","religious_freedom_exp_06","sd_score"
"UGA154","Uganda",92,"Male","Middle",2,"Christian: Protestant","Married","Primary","Iteso",7,4,4,7,7,7,5,4,4,5,6,4,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,2,7,6,7,7,2,6,3,7,7,7,7,7,7,7,7,7,7,7,7,4,4,2.48327740429189
"UGA155","Uganda",42,"Female","Middle",2,"Christian: Catholic","Unmarried","Primary","Iteso",7,7,7,7,7,7,5,5,5,NA,4,4,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,4,4,2.28416096288064
"UGA156","Uganda",38,"Male","Middle",2,"Christian: Protestant","Married","Tertiary","Itesot",7,7,7,7,7,7,6,5,5,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,5,4,7,7,7,7,7,7,7,7,7,7,7,7,5,7,2.30272365512757
"UGA157","Uganda",70,"Male","Middle",2,"Christian: Catholic","Married","Vocational","Ateso",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,NA,NA,7,7,7,7,7,7,2.28416096288064
"UGA159","Uganda",40,"Male","Middle",2,"Christian: Catholic","Married","Primary","Japadhola",6,6,7,7,7,7,1,1,1,2,2,2,6,6,6,6,6,7,7,7,7,5,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,7,7,7,7,7,1.25036226634582
"UGA161","Uganda",54,"Female","Lower middle",1,"Christian: Catholic","Married","None","Amudaama",6,6,6,7,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,7,6,6,5,5,5,7,1,6,6,6,6,5,5,6,5,6,6,6,2,6,6,5,5,6,6,7,7,7,4,4,4,1.16017864691332
"UGA162","Uganda",60,"Male","Lower middle",1,"Christian: Catholic","Married","Primary","Etesot",7,7,7,7,7,7,1,1,1,2,2,2,6,6,6,7,3,3,6,2,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,7,1,6,6,6,6,6,1,7,7,7,7,7,7,1.48360606514052
"UGA163","Uganda",29,"Female","Lower middle",1,"Other","Married","Secondary","Amudaama",7,7,7,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,6,5,5,5,6,1,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,5,5,7,7,7,7,7,7,1.10006587418037
"UGA164","Uganda",19,"Female","Lower middle",1,"Christian: Catholic","Unmarried","Primary","Amudaama",7,7,7,7,7,7,2,2,2,2,2,2,6,6,6,5,5,5,5,6,5,6,5,5,5,6,2,6,6,6,6,5,5,6,6,6,6,6,2,6,6,6,6,5,6,7,7,7,7,7,7,1.07592225353516
"UGA165","Uganda",35,"Female","Lower middle",1,"Other","Married","Primary","Itesot",6,6,6,6,6,6,5,5,6,5,5,5,6,6,6,6,6,6,2,6,5,5,5,4,4,7,1,6,6,7,6,6,6,6,7,6,6,7,2,6,2,6,6,5,6,7,7,7,7,7,7,1.10006587418037
"UGA166","Uganda",49,"Female","Middle",2,"Christian: Protestant","Married","Secondary","Japadhola",7,7,7,7,7,7,3,3,3,3,3,3,6,7,7,7,7,6,6,7,6,6,4,6,3,NA,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,5,4,4,5,4,1.26522350350995
"UGA167","Uganda",20,NA,"Lower middle",1,"Christian: Protestant","Unmarried","Primary","Japadhola",6,6,6,6,6,6,4,4,4,6,4,4,6,6,6,6,6,6,5,3,5,5,5,5,5,2,7,7,7,2,2,7,7,7,7,6,2,7,1,7,7,7,7,7,7,7,7,7,7,3,4,1.7147062113681
"UGA168","Uganda",27,"Female","Lower middle",1,"Muslim: Shia","Married","Secondary","Sabin",7,7,7,7,7,7,1,1,1,1,1,1,6,5,6,6,6,6,6,7,6,6,5,5,5,7,1,6,6,6,6,6,5,6,6,6,7,6,2,6,6,6,6,6,6,7,7,7,7,7,7,1.23285341230492
"UGA169","Uganda",50,"Female","Lower middle",1,"Christian: Protestant","Married","Primary","Japadhola",7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,1,1,1,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,4,4,7,6,7,7,7,7,7,7,7,7,7,7,7,7,2.07075915505905
"UGA170","Uganda",51,"Male","Lower middle",1,"Christian: Catholic","Married","Primary","Japadhola",6,6,6,6,6,6,2,2,2,3,3,3,6,6,5,6,6,6,6,3,6,6,6,5,5,7,1,7,7,7,6,6,6,6,6,7,6,7,1,7,6,6,6,2,6,7,7,NA,3,3,3,1.16017864691332
"UGA171","Uganda",25,"Male","Middle",2,"Other","Unmarried","Tertiary","N/A",7,7,6,7,7,7,4,4,4,2,2,2,7,7,7,7,7,7,6,6,6,6,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,4,7,4,4,4,1.23285341230492
"UGA173","Uganda",62,"Male","Middle",2,"Christian: Protestant","Married","Primary","Japadhola",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,6,5,6,5,1,5,5,5,6,6,5,6,6,5,5,6,2,3,4,3,6,6,6,7,7,7,7,7,7,1.06321906614239
"UGA174","Uganda",29,"Male","Lower middle",1,"Christian: Catholic","Married","Secondary","Japadhola",7,7,6,7,6,6,3,2,3,3,3,2,7,7,7,1,1,1,1,1,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,1,6,5,7,7,7,7,7,7,7,7,7,7,2.2393063108077
"UGA175","Uganda",50,"Male","Lower middle",1,"Christian: Catholic","Married","Primary","Japadhola",7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,1,1,1,6,2,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,1,7,1,5,6,6,6,6,7,7,7,3,7,7,2.28416096288064
"UGA177","Uganda",26,"Male","Middle",2,"Other","Married","Primary","Japadhola",5,4,3,7,6,5,NA,3,3,2,2,2,6,6,6,7,7,6,6,6,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.34056012519967
"UGA179","Uganda",30,"Male","Middle",2,"Christian: Catholic","Married","Secondary","Japadhola",7,7,7,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,7,6,6,6,6,5,5,6,1,6,7,7,7,7,7,7,7,7,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7,1.22474487139159
"UGA180","Uganda",32,"Female","Middle",2,"Christian: Catholic","Married","Primary","Etesot",7,6,6,6,7,7,2,3,2,1,2,2,6,7,7,5,7,5,7,1,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,1,6,7,7,6,6,7,7,7,7,7,7,7,1.14128709441755
"UGA181","Uganda",43,"Male","Middle",2,"Christian: Catholic","Married","Secondary","Japadhola",6,7,7,7,7,6,4,3,2,3,4,3,7,7,6,2,7,4,7,1,7,7,7,7,7,7,1,6,7,7,7,7,7,7,7,7,7,6,1,6,6,7,6,7,7,7,7,7,7,7,7,1.62186151770387
"UGA182","Uganda",85,"Female","Lower middle",1,"Christian: Catholic","Unmarried","Primary","Japadhola",7,7,7,6,7,7,3,3,4,1,1,1,6,7,6,3,4,4,7,1,6,7,6,7,7,7,1,6,7,6,6,7,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.54579841946587
"UGA183","Uganda",46,"Male","Upper middle",3,"Christian: Catholic","Married","Secondary","Japadhola",7,6,6,7,7,6,1,2,1,3,2,4,6,7,7,4,6,3,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.510830465556
"UGA184","Uganda",46,"Male","Upper middle",3,"Christian: Catholic","Married","Secondary","Japadhola",7,6,7,7,7,6,3,2,3,2,1,2,6,7,6,5,3,4,7,2,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,2,7,6,7,7,6,6,7,7,7,7,7,7,1.53167049091951
"UGA185","Uganda",47,"Male","Lower middle",1,"Other","Married","Tertiary","Japadhola",7,6,NA,7,6,6,3,2,3,2,1,2,7,6,6,7,3,4,6,1,6,7,6,7,7,7,2,6,7,7,7,7,7,6,6,7,7,7,2,7,6,6,7,7,7,7,7,7,7,7,7,1.35862055128411
"UGA186","Uganda",28,"Male","Lower middle",1,"Christian: Catholic","Married","Primary","Japadhola",7,7,7,6,7,7,2,3,2,3,2,2,7,5,7,2,3,NA,7,7,NA,NA,NA,NA,NA,7,2,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,4,4,1.62976270733301
"UGA187","Uganda",38,NA,"Lower middle",1,"Christian: Catholic","Unmarried","None","Atesot",7,7,7,2,6,6,1,1,1,6,2,2,6,6,6,4,3,3,5,3,6,6,6,6,6,7,1,7,7,6,6,7,6,6,6,7,6,6,1,6,6,6,6,7,1,7,7,7,7,7,7,1.7147062113681
"UGA188","Uganda",30,"Female","Lower middle",1,"Christian: Protestant","Married","Secondary","Itesot",7,7,6,7,7,7,5,5,5,5,5,5,6,6,6,5,5,5,6,5,5,5,5,5,5,7,1,6,6,6,6,6,6,7,6,6,6,2,2,6,6,5,5,6,6,7,7,7,7,7,7,1.23285341230492
"UGA189","Uganda",21,"Male","Lower middle",1,"Christian: Catholic","Married","None","Japadhola",6,6,6,1,6,6,2,2,NA,6,2,2,6,6,6,3,3,3,6,4,6,6,6,6,5,7,1,7,6,6,6,6,5,6,6,6,4,7,1,6,6,6,6,NA,NA,7,7,7,7,7,7,1.71100445115846
"UGA190","Uganda",50,NA,"Lower middle",1,"Christian: Catholic","Married","Primary","Japadhola",1,6,6,6,6,6,2,2,2,3,3,3,6,6,6,3,3,3,6,2,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,2,6,6,6,6,6,2,7,7,7,7,7,7,1.47380509202383
"UGA192","Uganda",63,"Male","Lower middle",1,"Christian: Catholic","Married","None","Amudaama",6,6,6,6,6,6,5,5,5,5,5,5,6,6,5,6,5,5,6,6,6,5,6,6,5,7,1,6,7,7,6,6,6,6,7,6,6,6,2,6,6,5,5,6,6,7,7,7,7,7,7,1.16718415024353
"UGA193","Uganda",19,"Female","Lower middle",1,"Christian: Catholic","Married","Secondary","Japadhola",7,7,7,6,6,6,2,2,2,2,3,3,7,2,6,7,7,7,4,6,6,6,6,6,6,7,1,7,6,6,6,6,6,7,5,6,7,7,1,6,6,6,6,7,2,7,7,7,7,7,7,1.51741102931409
"UGA194","Uganda",42,"Male","Lower middle",1,"Christian: Catholic","Married","Primary","Japadhola",6,6,6,6,7,6,2,2,2,3,3,3,6,6,6,3,3,3,6,5,6,6,6,6,6,7,1,7,7,7,7,6,7,6,4,4,4,1,1,6,6,6,6,2,6,7,7,7,7,7,7,1.66757221776128
"UGA195","Uganda",37,"Female","Lower middle",1,"Christian: Catholic","Married","Primary","Japadhola",6,6,6,6,6,6,5,5,5,3,3,3,6,6,6,5,5,6,6,6,6,6,6,6,6,7,1,7,7,6,6,6,6,6,6,6,6,6,2,6,6,6,6,7,7,6,6,6,6,7,7,1.12931940514656
"UGA196","Uganda",54,"Male","Lower middle",1,"Christian: Protestant","Married","Secondary","Japadhola",7,7,7,6,6,6,2,2,2,4,4,3,6,5,6,6,7,6,5,4,6,6,6,6,6,7,1,7,6,5,5,6,6,6,5,7,6,7,2,6,6,6,6,7,7,4,5,1,4,5,3,1.24818709114169
"UGA197","Uganda",60,"Male","Middle",2,"Christian: Catholic","Married","Tertiary","Japadhola",7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,7,7,6,6,6,6,4,6,2,7,7,7,7,7,7,7,7,7,7,6,2,7,7,7,6,7,7,7,7,5,7,5,5,1.03209369308428
"UGA198","Uganda",36,"Female","Middle",2,"Christian: Catholic","Married","Primary","Japadhola",7,6,7,6,5,7,2,3,2,4,3,3,6,7,5,4,2,NA,6,1,7,7,7,7,7,6,2,7,6,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.52190851682906
"UGA199","Uganda",30,"Female","Middle",2,"Christian: Catholic","Married","Primary","Itesot",7,7,7,7,6,7,3,2,4,3,2,1,7,6,3,7,6,6,6,1,7,6,6,7,6,7,2,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.28466428254256
"UGA200","Uganda",38,"Female","Middle",2,"Christian: Catholic","Married","Secondary","Japadhola",6,7,6,7,7,7,2,2,2,2,1,1,7,7,6,5,3,2,7,2,6,7,7,7,7,7,1,6,7,6,7,6,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.68055805086252
"UGA201","Uganda",47,"Female","Upper middle",3,"Christian: Catholic","Married","Secondary","Japadhola",7,7,7,6,7,7,4,2,2,1,1,1,7,7,7,4,7,5,6,1,7,7,7,7,7,7,2,7,6,6,7,7,7,6,6,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1.20911394075957
"UGA202","Uganda",26,"Female","Middle",2,"Christian: Protestant","Married","Secondary","Japadhola",7,6,6,7,7,7,2,1,1,2,1,2,7,6,6,3,7,2,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.6934443076725
"UGA203","Uganda",18,"Female","Lower middle",1,"Christian: Catholic","Married","Primary","Japadhola",7,7,7,6,6,7,2,1,1,1,2,1,6,5,6,3,3,6,1,1,7,7,7,7,7,7,1,7,7,7,7,6,6,6,6,7,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.52989532653215
"UGA204","Uganda",50,"Female","Lower middle",1,"Other","Married","None","Alur",7,7,7,6,7,7,5,4,3,5,5,4,6,6,6,6,2,2,7,1,7,6,6,6,7,7,1,7,7,7,6,7,7,6,7,7,7,5,1,6,6,6,6,6,2,7,7,5,3,1,1,1.75645806313052
"UGA205","Uganda",80,"Female","Lower middle",1,"Muslim: Sunni","Unmarried","Secondary","Gishu",7,7,7,7,7,7,5,4,4,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,1,6,7,7,7,7,5,5,7,7,4,4,7,1,7,7,7,7,7,7,7,7,7,7,5,5,2.2837643727287
"UGA206","Uganda",26,"Female","Middle",2,"Christian: Protestant","Married","Secondary","japhadollah",7,6,6,7,7,7,2,1,1,2,1,2,7,6,6,3,7,2,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.6934443076725
"UGA207","Uganda",38,"Female","Middle",2,"Christian: Catholic","Married","Secondary","Itesot",5,3,2,6,6,5,6,5,4,4,3,4,6,2,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,2,7,7,7,7,3,3,1.62135371797393
"UGA208","Uganda",77,"Female","Middle",2,"Christian: Catholic","Married","Secondary","Jaluo",2,4,4,7,7,7,2,2,2,2,2,2,7,7,7,1,1,1,7,7,7,7,7,7,7,2,6,7,7,2,7,6,3,7,6,5,4,7,4,7,7,7,7,7,7,7,7,7,7,4,4,2.32776250095871
"UGA209","Uganda",18,"Female","Lower middle",1,"Christian: Catholic","Married","Primary","Adhola",6,5,3,5,5,4,5,4,3,4,4,4,6,6,5,6,5,3,5,5,4,4,5,6,5,6,2,6,6,5,6,7,6,6,5,NA,4,6,3,6,6,7,6,6,4,7,5,7,4,2,2,1.21746188389418
"UGA210","Uganda",50,"Male","Lower middle",1,"Christian: Catholic","Married","Tertiary","Etesot",6,6,6,5,6,6,2,2,2,2,2,2,6,6,6,4,6,6,2,2,2,5,4,5,5,7,1,7,6,6,6,6,7,6,7,6,6,7,2,6,6,6,6,6,7,4,7,7,7,7,7,1.20385853085769
"UGA211","Uganda",18,"Female","Lower middle",1,"Christian: Catholic","Married","Primary","japhadollah",7,7,7,6,7,6,2,1,1,NA,2,1,6,5,6,3,3,6,7,1,7,7,7,7,7,7,1,7,7,7,7,6,6,6,6,7,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1.52989532653215
"UGA214","Uganda",73,"Male","Lower middle",1,"Christian: Catholic","Married","None","Japadhola",7,7,5,6,5,6,2,2,2,2,2,2,7,6,6,7,7,7,6,5,6,5,6,6,6,7,1,7,7,6,5,7,7,7,7,6,5,7,3,6,5,5,5,2,6,7,7,7,7,7,7,1.34056012519967
"UGA215","Uganda",71,"Male","Upper middle",3,"Christian: Catholic","Married","Primary","Japadhola",7,6,6,6,6,6,1,1,1,1,1,1,6,6,6,7,7,7,6,7,7,6,6,6,6,7,1,7,7,6,7,6,5,6,6,7,6,7,1,1,6,6,1,6,7,7,7,7,7,7,7,1.22696160600432
"UGA216","Uganda",50,"Female","Lower middle",1,"Christian: Protestant","Married","Primary","Muteso-Kenya",7,7,7,6,6,7,2,2,2,2,2,2,5,5,5,7,7,7,6,5,6,6,6,5,6,6,1,6,6,7,6,5,6,7,6,5,5,7,1,6,6,6,6,6,6,7,7,7,7,7,7,1.31601066028016
"UGA217","Uganda",24,"Female","Upper middle",3,"Christian: Catholic","Unmarried","Tertiary","Japadhola",7,6,7,NA,7,6,1,1,1,6,1,1,6,6,6,2,2,2,6,7,6,6,6,7,7,7,1,7,7,5,7,7,7,7,6,6,6,6,1,6,7,7,6,6,7,7,7,7,7,7,7,1.9213796097448
"UGA218","Uganda",25,"Male","Lower middle",1,"Other","Unmarried","Secondary","Amudaama",7,7,7,7,7,7,5,5,5,5,5,5,6,6,6,6,6,6,6,7,6,5,6,6,5,2,7,7,7,7,7,7,7,6,7,6,4,5,2,6,6,5,6,6,5,7,7,7,7,7,7,1.16718415024353
"UGA219","Uganda",35,"Female","Lower middle",1,"Christian: Catholic","Married","Primary","Japadhola",6,6,5,6,6,6,2,2,2,2,2,2,4,3,5,3,3,3,6,5,6,5,6,6,5,7,1,7,7,7,6,6,6,5,5,6,6,6,1,6,6,6,6,NA,NA,7,7,7,7,7,7,1.58742796253307
"UGA220","Uganda",27,"Male","Lower middle",1,"Christian: Catholic","Married","Secondary","Amudaama",7,7,7,7,7,7,5,5,5,5,5,5,6,6,6,5,6,7,6,6,6,5,5,5,5,7,1,6,7,7,7,6,6,7,7,6,6,6,2,6,6,6,6,5,5,7,7,7,7,7,7,1.26762930621338
"UGA221","Uganda",23,"Female","Middle",2,"Christian: Catholic","Unmarried","Primary","Amudaama",7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,6,6,6,7,7,7,5,5,5,5,1,7,6,5,6,6,6,6,2,2,2,5,6,2,6,5,7,7,6,6,7,7,7,7,7,7,1.81778651829277
"UGA222","Uganda",40,"Female","Lower middle",1,"Christian: Catholic","Married","Primary","Amudaama",6,6,6,7,7,7,3,3,2,3,2,2,6,6,6,6,6,6,7,7,6,5,5,5,6,7,1,7,7,6,6,7,7,7,7,6,7,7,1,6,6,6,7,6,6,7,7,7,7,7,7,1.22474487139159
"UGA223","Uganda",22,"Female","Lower middle",1,"Christian: Catholic","Married","Secondary","Japadhola",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,5,6,7,7,5,5,6,5,7,1,7,6,6,6,7,7,7,7,7,6,7,1,6,6,6,6,6,6,7,7,7,7,7,7,1.23285341230492
"UGA224","Uganda",27,"Male","Middle",2,"Other","Unmarried","Secondary","Japadhola",7,7,7,7,7,7,5,5,5,5,5,5,6,6,6,2,2,1,7,7,7,7,6,6,6,7,1,6,6,5,5,6,6,7,7,6,7,6,6,6,2,6,6,7,7,7,7,3,4,4,4,1.97630895900648
"UGA225","Uganda",48,"Female","Lower middle",1,"Other","Married","Primary","Japadhola",7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,6,6,6,7,6,5,5,5,5,5,7,1,6,7,6,6,6,6,7,7,6,6,7,6,6,6,6,6,6,6,7,7,4,4,4,4,1.2150922908826
"UGA226","Uganda",24,"Female","Lower middle",1,"Christian: Catholic","Married","Tertiary","Japadollah",7,7,7,7,7,7,4,4,4,4,4,4,7,7,5,4,4,4,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,6,6,7,1,7,7,7,7,7,2,7,7,7,7,7,7,1.39096463243882
"UGA227","Uganda",24,"Male","Lower middle",1,"Other","Married","Secondary","Adhola",6,6,4,6,6,7,6,4,3,4,3,3,7,6,6,5,3,3,5,4,6,6,6,5,3,2,6,6,5,6,5,6,5,7,3,4,2,7,6,5,6,6,3,6,2,7,7,7,5,3,5,1.52989532653215
"UGA228","Uganda",38,"Male","Lower middle",1,"Christian: Catholic","Married","Secondary","Adhola",7,6,4,7,7,6,4,4,4,4,5,5,6,6,5,6,4,4,7,4,5,6,5,6,3,7,2,7,6,6,6,6,7,7,6,5,4,6,3,6,6,7,4,6,7,7,7,5,7,2,3,1.30147630777903
"UGA229","Uganda",39,"Male","Middle",2,"Christian: Catholic","Married","Primary","Adhola",6,6,4,6,6,7,4,3,3,4,5,3,6,5,5,4,3,3,7,4,5,6,6,6,4,7,2,7,7,7,6,7,6,7,6,6,3,6,2,4,6,7,6,6,4,7,7,5,6,3,2,1.53226175536575
"UGA230","Uganda",40,"Female","Lower middle",1,"Christian: Catholic","Unmarried","Primary","Etesot",7,7,6,6,6,6,1,2,1,2,2,2,6,6,6,6,2,6,7,7,2,6,6,NA,2,NA,7,7,6,6,6,7,7,7,6,4,4,7,1,7,7,7,7,6,6,7,7,5,7,7,6,1.1862186242451
"UGA231","Uganda",57,"Female","Middle",2,"Other","Unmarried","Primary","Gishu",7,7,7,6,6,6,2,2,2,1,2,2,7,6,6,6,6,4,4,3,6,6,6,6,6,1,7,7,6,2,2,7,7,7,6,2,2,7,1,7,7,7,7,7,7,5,7,7,7,4,5,2.01982923657609
"UGA233","Uganda",55,NA,"Middle",2,"Christian: Protestant","Married","Primary","Musoga",6,6,5,6,6,7,6,5,2,4,5,4,7,4,6,7,6,3,6,6,6,7,4,6,5,7,1,7,7,6,6,6,6,7,7,7,7,6,3,4,7,6,7,6,6,7,5,7,7,4,5,1.45898018780441
"UGA235","Uganda",22,"Female","Lower middle",1,"Christian: Catholic","Married","Primary","Munyankole",7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,1,7,7,7,7,7,1,7,7,7,7,7,6,7,7,2,4,4,7,3,7,7,7,6,7,7,7,7,7,7,7,7,2.41372884900557
"UGA236","Uganda",64,"Female","Lower middle",1,"Muslim: Sunni","Unmarried","None","Gishu",7,7,7,7,7,7,1,1,1,1,1,1,7,6,6,NA,4,4,7,1,7,7,6,6,6,1,7,6,6,2,2,5,6,7,NA,2,1,7,1,7,7,7,7,7,7,7,7,7,7,1,3,2.19602158971874
"UGA237","Uganda",48,"Female","Lower middle",1,"Christian: Catholic","Unmarried","Primary","Bantu",6,6,5,7,6,6,2,2,2,2,2,2,6,6,7,7,4,3,6,7,6,6,6,7,5,3,7,6,6,6,6,6,5,5,6,5,4,6,2,6,7,6,6,6,5,7,7,7,7,4,4,1.13890361720181
"UGA238","Uganda",27,"Male","Middle",2,"Other","Married","Tertiary","Musoga",7,6,6,6,6,6,3,3,4,3,2,2,7,6,6,7,7,3,4,6,7,7,6,6,2,7,1,7,7,6,6,7,7,7,7,7,4,7,1,6,6,6,6,7,6,1,7,7,7,4,4,1.47196014438797
"UGA240","Uganda",69,"Female","Middle",2,"Christian: Catholic","Married","Primary","Itesot",7,7,6,7,7,7,4,4,2,4,4,4,6,6,5,5,5,2,7,6,7,6,6,6,6,2,6,7,7,7,7,7,7,7,7,6,4,6,1,7,7,7,7,7,2,7,7,7,7,5,5,1.50361882311222
"UGA241","Uganda",42,"Female","Middle",2,"Other","Married","Secondary","Itesot",7,7,7,7,7,7,4,4,4,4,4,4,6,6,6,3,2,2,7,6,7,6,6,6,6,2,6,7,7,6,7,7,6,7,7,6,2,7,1,7,7,7,7,6,5,7,7,7,4,4,5,1.89917983823834
"UGA242","Uganda",30,"Female","Middle",2,"Other","Married","Secondary","Itesot",6,6,6,7,7,7,4,4,4,4,4,4,6,6,6,2,2,2,7,6,7,5,6,6,6,2,6,7,7,6,7,7,6,7,7,6,2,7,1,7,7,7,7,6,5,7,7,7,4,4,4,1.91059213827561
"UGA243","Uganda",44,"Male","Lower middle",1,"Christian: Catholic","Married","Vocational","Japadhola",7,7,7,7,7,7,5,3,3,4,4,4,7,6,6,2,4,2,7,6,7,6,6,6,4,7,2,7,7,7,7,6,7,6,6,7,6,2,1,7,7,7,7,6,2,7,7,7,7,5,4,1.69397910771984
"UGA244","Uganda",65,"Male","Middle",2,"Christian: Catholic","Married","Secondary","Itesot",7,7,7,2,7,7,4,2,2,2,2,2,7,7,6,2,2,2,7,6,7,7,7,7,6,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,4,2.15310695628838
"UGA245","Uganda",63,"Male","Lower middle",1,"Christian: Protestant","Married","Secondary","Itesot",7,7,6,7,7,7,4,4,4,4,4,4,7,6,6,1,2,2,6,6,6,6,6,7,5,7,1,7,7,7,7,6,6,7,7,7,7,5,4,7,6,4,7,7,2,7,7,7,7,5,7,2.0496553262736
"UGA246","Uganda",28,"Female","Middle",2,"Other","Married","Primary","Mugwere",7,7,6,7,7,7,1,2,2,3,3,3,5,6,5,5,5,6,6,7,6,6,6,4,5,7,1,7,7,6,7,7,7,7,7,6,7,6,4,6,6,6,6,6,6,4,5,7,5,5,5,1.35065738154383
"UGA247","Uganda",26,"Female","Lower middle",1,"Christian: Catholic","Married","Primary","Atesot",7,7,7,7,7,7,4,4,4,4,4,4,7,7,5,5,5,5,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,2,7,7,7,7,7,7,1.2150922908826
"UGA248","Uganda",39,"Female","Middle",2,"Christian: Catholic","Unmarried","Primary","Atesot",6,6,6,6,5,6,7,7,5,7,4,7,6,6,6,6,6,6,6,2,6,6,7,6,7,6,1,6,6,2,6,6,6,2,2,6,2,6,1,7,6,7,6,6,6,7,7,6,7,6,7,1.74247866100506
"UGA249","Uganda",66,"Female","Middle",2,"Christian: Catholic","Married","Secondary","Atesot",6,7,6,6,7,6,6,7,7,5,7,5,2,5,6,6,6,6,6,1,6,7,6,7,6,2,2,6,6,7,7,7,6,3,1,7,7,6,1,6,7,7,7,6,7,7,4,7,7,6,7,1.88625846969411
