id,country,age,gender,ses,fses,religion,married,education,ethnicity,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,event_positive_affect,event_negative_affect,event_episodic_recall_01,event_episodic_recall_02,event_shared_perception_01,event_shared_perception_02,event_reflection_01,event_reflection_02,event_transformative_indiv_01,event_transformative_indiv_02,event_transformative_group_01,event_transformative_group_02,religious_freedom_per_01,religious_freedom_per_02,religious_freedom_per_03,religious_freedom_per_04,religious_freedom_per_05,religious_freedom_per_06,religious_freedom_per_07,religious_freedom_per_08,religious_freedom_exp_01,religious_freedom_exp_02,religious_freedom_exp_03,religious_freedom_exp_04,religious_freedom_exp_05,religious_freedom_exp_06,history_discrimination,freq_positive_contact,freq_negative_contact,fight_outgroup,og_host_01,og_host_02,og_hostility,og_coop_01,og_coop_02,og_cooperation,NegativeToPositive,HostileToFriendly,SuspiciousToTrusting,ContemptToRespect,ThreatenedToRelaxed,og_affect
UGA220,Uganda,27,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Amudaama,7,7,7,7,7,7,5,5,5,5,5,5,6,6,6,5,6,7,6,6,6,5,5,5,5,7,1,6,7,7,7,6,6,7,7,6,6,6,2,6,6,6,6,5,5,7,7,7,7,7,7,2,5,1,1,2,2,2,7,6,6.5,5,5,5,7,5,5.4
UGA221,Uganda,23,Female,Middle,2,Christian: Catholic,Not married,Primary,Amudaama,7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,6,6,6,7,7,7,5,5,5,5,1,7,6,5,6,6,6,6,2,2,2,5,6,2,6,5,7,7,6,6,7,7,7,7,7,7,3,5,1,1,4,4,4,1,5,3,5,5,5,5,5,5
UGA222,Uganda,40,Female,Lower middle,1,Christian: Catholic,Married,Primary,Amudaama,6,6,6,7,7,7,3,3,2,3,2,2,6,6,6,6,6,6,7,7,6,5,5,5,6,7,1,7,7,6,6,7,7,7,7,6,7,7,1,6,6,6,7,6,6,7,7,7,7,7,7,2,6,1,1,2,2,2,6,6,6,5,5,5,7,7,5.8
UGA223,Uganda,22,Female,Lower middle,1,Christian: Catholic,Married,Secondary,Japadhola,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,5,6,7,7,5,5,6,5,7,1,7,6,6,6,7,7,7,7,7,6,7,1,6,6,6,6,6,6,7,7,7,7,7,7,2,7,1,2,2,2,2,6,6,6,7,7,7,7,7,7
UGA224,Uganda,27,Male,Middle,2,Other,Not married,Secondary,Japadhola,7,7,7,7,7,7,5,5,5,5,5,5,6,6,6,2,2,1,7,7,7,7,6,6,6,7,1,6,6,5,5,6,6,7,7,6,7,6,6,6,2,6,6,7,7,7,7,3,4,4,4,4,7,1,1,4,4,4,7,7,7,7,7,7,7,7,7
UGA225,Uganda,48,Female,Lower middle,1,Other,Married,Primary,Japadhola,7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,6,6,6,7,6,5,5,5,5,5,7,1,6,7,6,6,6,6,7,7,6,6,7,6,6,6,6,6,6,6,7,7,4,4,4,4,3,5,1,1,2,2,2,6,7,6.5,5,5,5,5,5,5
UGA226,Uganda,24,Female,Lower middle,1,Christian: Catholic,Married,Tertiary,Japadollah,7,7,7,7,7,7,4,4,4,4,4,4,7,7,5,4,4,4,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,6,6,7,1,7,7,7,7,7,2,7,7,7,7,7,7,1,6,2,1,1,1,1,7,7,7,5,5,5,6,5,5.2
UGA227,Uganda,24,Male,Lower middle,1,Other,Married,Secondary,Adhola,6,6,4,6,6,7,6,4,3,4,3,3,7,6,6,5,3,3,5,4,6,6,6,5,3,2,6,6,5,6,5,6,5,7,3,4,2,7,6,5,6,6,3,6,2,7,7,7,5,3,5,3,4,4,2,2,2,2,5,5,5,4,4,4,3,4,3.8
UGA228,Uganda,38,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Adhola,7,6,4,7,7,6,4,4,4,4,5,5,6,6,5,6,4,4,7,4,5,6,5,6,3,7,2,7,6,6,6,6,7,7,6,5,4,6,3,6,6,7,4,6,7,7,7,5,7,2,3,4,6,3,1,2,6,4,6,6,6,5,5,4,5,5,4.8
UGA229,Uganda,39,Male,Middle,2,Christian: Catholic,Married,Primary,Adhola,6,6,4,6,6,7,4,3,3,4,5,3,6,5,5,4,3,3,7,4,5,6,6,6,4,7,2,7,7,7,6,7,6,7,6,6,3,6,2,4,6,7,6,6,4,7,7,5,6,3,2,3,6,3,2,2,4,3,7,5,6,4,5,4,4,5,4.4
UGA230,Uganda,40,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Etesot,7,7,6,6,6,6,1,2,1,2,2,2,6,6,6,6,2,6,7,7,2,6,6,,2,,7,7,6,6,6,7,7,7,6,4,4,7,1,7,7,7,7,6,6,7,7,5,7,7,6,1,1,7,2,1,2,1.5,1,1,1,5,3,4,4,7,4.6
UGA231,Uganda,57,Female,Middle,2,Other,Not married,Primary,Gishu,7,7,7,6,6,6,2,2,2,1,2,2,7,6,6,6,6,4,4,3,6,6,6,6,6,1,7,7,6,2,2,7,7,7,6,2,2,7,1,7,7,7,7,7,7,5,7,7,7,4,5,1,4,4,1,1,,,1,1,1,1,4,4,4,4,3.4
UGA232,Uganda,43,"",Lower middle,1,Other,Married,Primary,N/A,6,6,6,7,7,6,2,2,2,2,2,2,6,7,6,6,7,4,6,7,6,5,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,7,2,6,6,7,6,6,6,7,7,7,7,5,5,4,1,1,2,2,2,2,6,6,6,5,5,4,5,4,4.6
UGA233,Uganda,55,"",Middle,2,Christian: Protestant,Married,Primary,Musoga,6,6,5,6,6,7,6,5,2,4,5,4,7,4,6,7,6,3,6,6,6,7,4,6,5,7,1,7,7,6,6,6,6,7,7,7,7,6,3,4,7,6,7,6,6,7,5,7,7,4,5,2,4,1,2,2,1,1.5,6,7,6.5,5,5,4,4,4,4.4
UGA234,Uganda,31,Female,Lower middle,1,Christian: Protestant,Married,Secondary,Nilotic,6,6,6,6,6,6,2,2,2,1,1,1,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,5,5,6,6,6,7,7,7,7,7,7,4,6,2,4,4,4,4,6,6,6,6,6,5,6,5,5.6
UGA235,Uganda,22,Female,Lower middle,1,Christian: Catholic,Married,Primary,Munyankole,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,1,7,7,7,7,7,1,7,7,7,7,7,6,7,7,2,4,4,7,3,7,7,7,6,7,7,7,7,7,7,7,7,1,6,7,1,1,1,1,6,6,6,6,6,6,6,6,6
UGA236,Uganda,64,Female,Lower middle,1,Muslim: Sunni,Not married,None,Gishu,7,7,7,7,7,7,1,1,1,1,1,1,7,6,6,,4,4,7,1,7,7,6,6,6,1,7,6,6,2,2,5,6,7,,2,1,7,1,7,7,7,7,7,7,7,7,7,7,1,3,2,4,3,2,5,4,4.5,6,5,5.5,3,4,4,5,5,4.2
UGA237,Uganda,48,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Bantu,6,6,5,7,6,6,2,2,2,2,2,2,6,6,7,7,4,3,6,7,6,6,6,7,5,3,7,6,6,6,6,6,5,5,6,5,4,6,2,6,7,6,6,6,5,7,7,7,7,4,4,4,1,1,2,2,,,6,6,6,5,5,5,5,5,5
UGA238,Uganda,27,Male,Middle,2,Other,Married,Tertiary,Musoga,7,6,6,6,6,6,3,3,4,3,2,2,7,6,6,7,7,3,4,6,7,7,6,6,2,7,1,7,7,6,6,7,7,7,7,7,4,7,1,6,6,6,6,7,6,1,7,7,7,4,4,1,4,2,1,2,2,2,6,7,6.5,5,6,6,7,3,5.4
UGA239,Uganda,40,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japhadollah,7,6,6,7,7,7,4,3,2,4,4,4,6,6,6,5,5,5,7,6,6,6,6,6,5,7,3,7,7,7,7,6,6,7,6,6,6,7,2,7,7,7,7,7,2,7,7,7,7,7,7,3,6,2,1,2,2,2,7,7,7,6,6,6,6,5,5.8
UGA240,Uganda,69,Female,Middle,2,Christian: Catholic,Married,Primary,Itesot,7,7,6,7,7,7,4,4,2,4,4,4,6,6,5,5,5,2,7,6,7,6,6,6,6,2,6,7,7,7,7,7,7,7,7,6,4,6,1,7,7,7,7,7,2,7,7,7,7,5,5,4,6,2,1,2,2,2,6,6,6,5,6,6,6,5,5.6
UGA241,Uganda,42,Female,Middle,2,Other,Married,Secondary,Itesot,7,7,7,7,7,7,4,4,4,4,4,4,6,6,6,3,2,2,7,6,7,6,6,6,6,2,6,7,7,6,7,7,6,7,7,6,2,7,1,7,7,7,7,6,5,7,7,7,4,4,5,2,6,2,1,2,2,2,6,6,6,5,5,6,7,5,5.6
UGA242,Uganda,30,Female,Middle,2,Other,Married,Secondary,Itesot,6,6,6,7,7,7,4,4,4,4,4,4,6,6,6,2,2,2,7,6,7,5,6,6,6,2,6,7,7,6,7,7,6,7,7,6,2,7,1,7,7,7,7,6,5,7,7,7,4,4,4,2,6,2,1,2,2,2,6,6,6,6,5,6,7,5,5.8
UGA243,Uganda,44,Male,Lower middle,1,Christian: Catholic,Married,Vocational,Japadhola,7,7,7,7,7,7,5,3,3,4,4,4,7,6,6,2,4,2,7,6,7,6,6,6,4,7,2,7,7,7,7,6,7,6,6,7,6,2,1,7,7,7,7,6,2,7,7,7,7,5,4,5,5,3,1,2,2,2,6,6,6,6,4,6,4,5,5
UGA244,Uganda,65,Male,Middle,2,Christian: Catholic,Married,Secondary,Itesot,7,7,7,2,7,7,4,2,2,2,2,2,7,7,6,2,2,2,7,6,7,7,7,7,6,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,4,2,6,2,1,2,2,2,6,7,6.5,4,4,4,6,5,4.6
UGA245,Uganda,63,Male,Lower middle,1,Christian: Protestant,Married,Secondary,Itesot,7,7,6,7,7,7,4,4,4,4,4,4,7,6,6,1,2,2,6,6,6,6,6,7,5,7,1,7,7,7,7,6,6,7,7,7,7,5,4,7,6,4,7,7,2,7,7,7,7,5,7,2,6,2,1,2,2,2,6,6,6,4,5,5,6,5,5
UGA246,Uganda,28,Female,Middle,2,Other,Married,Primary,Mugwere,7,7,6,7,7,7,1,2,2,3,3,3,5,6,5,5,5,6,6,7,6,6,6,4,5,7,1,7,7,6,7,7,7,7,7,6,7,6,4,6,6,6,6,6,6,4,5,7,5,5,5,4,3,3,1,2,4,3,6,6,6,4,4,5,6,4,4.6
UGA247,Uganda,26,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,5,5,5,5,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,2,7,7,7,7,7,7,1,6,2,1,1,1,1,7,7,7,5,7,6,7,6,6.2
UGA248,Uganda,39,Female,Middle,2,Christian: Catholic,Not married,Primary,Atesot,6,6,6,6,5,6,7,7,5,7,4,7,6,6,6,6,6,6,6,2,6,6,7,6,7,6,1,6,6,2,6,6,6,2,2,6,2,6,1,7,6,7,6,6,6,7,7,6,7,6,7,7,3,4,6,7,7,7,7,6,6.5,5,5,5,5,7,5.4
UGA249,Uganda,66,Female,Middle,2,Christian: Catholic,Married,Secondary,Atesot,6,7,6,6,7,6,6,7,7,5,7,5,2,5,6,6,6,6,6,1,6,7,6,7,6,2,2,6,6,7,7,7,6,3,1,7,7,6,1,6,7,7,7,6,7,7,4,7,7,6,7,6,5,4,4,5,4,4.5,5,4,4.5,1,4,3,6,5,3.8
UGA250,Uganda,22,Female,Middle,2,Christian: Catholic,Not married,Secondary,Atesot,6,6,7,5,6,6,6,6,5,5,4,3,6,6,6,7,6,7,6,2,6,6,7,6,7,6,2,7,6,6,6,7,6,6,6,7,7,6,2,7,6,7,6,6,7,7,6,7,7,6,7,4,5,4,2,6,3,4.5,5,6,5.5,3,5,5,4,5,4.4
UGA251,Uganda,28,Male,Middle,2,Christian: Catholic,Married,Secondary,Etesot,5,6,7,6,5,6,4,,3,6,6,7,2,6,7,6,7,6,6,2,6,6,7,6,6,7,6,6,5,4,6,6,7,4,5,6,7,6,2,7,7,7,6,6,6,7,7,4,7,4,7,2,5,6,1,1,2,1.5,2,1,1.5,2,5,6,6,5,4.8
UGA252,Uganda,42,Male,Middle,2,Christian: Catholic,Married,Secondary,Etesot,6,6,6,6,7,6,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,6,6,7,6,7,6,6,7,1,1,6,7,6,6,6,7,6,2,6,6,7,6,6,6,7,5,1,7,1,7,6,4,1,6,7,6,6.5,2,7,4.5,3,4,4,5,4,4
UGA253,Uganda,,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,1,2,6,6,6,7,6,6,2,6,6,6,6,2,2,6,2,6,2,6,2,6,6,6,6,6,6,7,7,7,5,5,1,2,3,3,6,2,2,2,2,2,2,4,6,3,5,5,4.6
UGA254,Uganda,80.5,Male,Lower middle,1,Christian: Catholic,Married,Vocational,Etesot,6,6,6,6,6,6,6,6,6,6,6,6,7,3,6,5,6,6,6,2,5,,6,4,,,6,6,6,6,6,6,6,6,6,6,6,4,2,5,6,6,6,6,6,2,3,2,2,3,5,6,4,4,6,6,6,6,6,6,6,4,4,4,4,4,4
UGA255,Uganda,54,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,6,6,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,2,3,3,3,3,3,6,4,,6,6,6,6,6,6,6,6,6,5,6,3,5.2
UGA256,Uganda,26,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,6,5,5,6,6,6,3,3,3,2,3,3,7,7,5,5,5,6,6,5,6,3,3,5,4,6,1,6,5,6,6,4,4,6,4,4,4,7,2,6,6,6,6,6,6,5,5,5,5,5,5,6,2,2,3,7,6,6.5,1,1,1,1,2,2,2,1,1.6
UGA257,Uganda,33,"",Lower middle,1,Christian: Catholic,Married,Secondary,Etesot,7,7,7,7,7,7,4,4,4,4,4,4,7,4,6,6,6,6,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,2,1,7,7,7,7,7,2,7,7,7,7,7,7,1,7,1,1,1,1,1,7,7,7,6,6,5,7,7,6.2
UGA258,Uganda,62,"",Lower middle,1,Christian: Catholic,Married,None,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,6,4,5,5,5,7,7,7,7,7,7,7,2,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,1,7,7,7,7,5,5,2,6,2,1,1,1,1,7,7,7,5,5,6,6,6,5.6
UGA259,Uganda,34,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Nilotic,4,4,6,5,5,5,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,7,5,6,5,5,4,4,5,5,4,5,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7,4,6,1,4,4,4,4,6,6,6,5,5,5,5,4,4.8
UGA260,Uganda,64,Male,Middle,2,Christian: Catholic,Married,Tertiary,Nilotic,6,6,6,6,6,6,2,2,2,2,2,2,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,6,7,7,7,7,4,4,4,6,1,4,4,4,4,6,6,6,5,5,5,6,4,5
UGA261,Uganda,30,Female,Lower middle,1,Christian: Catholic,Married,Primary,Nilotic,6,6,6,5,5,5,2,2,2,4,4,4,6,7,7,6,6,6,6,6,6,6,6,6,6,2,7,7,7,7,7,6,7,2,4,2,4,7,2,6,7,7,7,6,6,7,7,7,7,7,7,4,5,1,4,4,4,4,5,5,5,5,5,5,5,4,4.8
UGA262,Uganda,29,Female,Lower middle,1,Christian: Catholic,Married,Secondary,Nilotic,6,6,6,7,7,7,2,2,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,6,6,6,2,6,6,6,6,6,5,7,7,7,7,4,4,4,6,1,4,4,4,4,6,6,6,6,6,6,6,4,5.6
UGA263,Uganda,52,Male,Middle,2,Christian: Catholic,Married,Secondary,Nilotic,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,5,5,5,5,7,6,6,6,6,6,6,6,6,6,6,7,4,6,6,6,6,6,4,7,7,7,7,4,4,4,4,2,4,4,4,4,7,7,7,5,5,5,6,4,5
UGA264,Uganda,80,Female,Middle,2,Other,Not married,Primary,Bantu,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,5,5,6,6,6,6,6,5,5,5,7,7,7,7,7,7,6,7,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7,4,4,1,4,4,4,4,5,5,5,5,5,5,6,4,5
UGA265,Uganda,80,Female,Middle,2,Other,Not married,Primary,Bantu,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,5,5,6,6,6,6,6,5,5,5,7,7,7,7,7,7,6,7,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7,4,4,1,4,4,4,4,5,5,5,5,5,5,6,4,5
UGA266,Uganda,59,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,7,7,7,6,6,6,2,2,2,1,1,1,6,6,6,6,6,7,6,6,6,6,6,6,6,7,1,7,7,7,6,5,6,6,6,6,6,1,2,6,6,6,6,6,6,7,7,7,7,7,7,4,1,1,1,4,4,4,1,2,1.5,1,3,2,3,5,2.8
UGA267,Uganda,59,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,7,7,7,6,6,6,2,2,2,1,1,1,6,6,6,6,6,7,6,6,6,6,6,6,6,7,1,7,7,7,6,5,6,6,6,6,6,1,2,6,6,6,6,6,6,7,7,7,7,7,7,4,1,1,1,4,4,4,1,2,1.5,1,3,2,3,5,2.8
UGA268,Uganda,22,Male,Middle,2,Christian: Protestant,Not married,Secondary,Nilotic,,,,,,,,,,,,,6,6,6,5,5,6,6,7,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,1,6,6,6,7,6,6,7,7,7,7,7,7,2,5,1,3,3,3,3,6,6,6,5,5,6,6,4,5.2
UGA269,Uganda,29,Female,Lower middle,1,Christian: Protestant,Married,None,Japhadollah,7,6,6,6,6,6,3,2,2,1,2,2,2,6,5,6,6,7,6,6,7,7,6,6,7,5,2,6,7,6,7,5,6,7,6,6,6,6,2,6,6,7,2,7,6,7,5,7,7,7,7,6,5,3,1,1,2,1.5,2,6,4,5,5,4,5,4,4.6
UGA270,Uganda,22,Male,Lower middle,1,Christian: Protestant,Not married,Primary,Etesot,6,6,6,6,6,6,1,2,1,2,1,1,2,6,6,7,6,7,7,1,7,7,6,7,7,6,2,7,7,6,6,7,6,7,6,6,6,2,2,6,6,7,6,7,7,7,2,6,4,4,5,6,3,4,6,6,7,6.5,6,7,6.5,1,4,5,5,5,4
UGA271,Uganda,29,Female,Middle,2,Other,Married,Primary,Itesot,6,7,6,6,6,6,2,2,2,2,3,3,6,6,7,6,6,2,7,1,7,7,7,6,6,6,2,6,7,6,6,6,7,6,6,7,7,6,2,6,7,7,7,7,7,7,6,7,6,7,6,2,4,,2,2,2,2,1,2,1.5,4,2,5,6,4,4.2
UGA272,Uganda,27,Female,Lower middle,1,Christian: Protestant,Not married,Primary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,5,5,5,7,7,7,7,6,7,6,7,2,6,6,7,7,7,5,7,7,4,4,7,1,7,7,7,7,7,7,7,7,7,7,7,7,2,6,2,1,1,1,1,7,7,7,5,5,4,7,5,5.2
UGA273,Uganda,47,Female,Middle,2,Christian: Catholic,Married,Primary,Atesot,6,6,5,6,6,6,1,1,1,1,1,1,6,6,6,6,6,7,5,7,5,4,4,4,4,6,1,6,6,7,6,6,6,6,7,6,6,7,2,6,6,6,6,6,6,7,7,5,7,7,4,6,1,4,5,6,7,6.5,1,1,1,1,1,1,1,3,1.4
UGA274,Uganda,24,Male,Middle,2,Christian: Protestant,Married,Secondary,Itesot,6,7,7,6,7,6,2,2,2,2,2,2,6,6,6,6,6,6,6,5,6,5,6,6,4,6,1,6,6,6,6,7,6,6,7,6,7,6,3,3,4,6,6,5,5,4,5,5,5,5,5,5,1,2,2,3,4,3.5,1,1,1,1,3,1,5,1,2.2
UGA275,Uganda,38,Female,Lower middle,1,Christian: Catholic,Married,Secondary,Atesot,6,6,6,7,6,6,1,1,1,2,2,2,6,6,6,6,6,6,7,7,6,4,4,4,6,7,1,7,7,7,7,7,7,6,7,7,6,6,2,6,5,7,7,7,7,7,7,7,7,7,7,6,4,3,2,6,6,6,2,2,2,2,5,3,5,4,3.8
UGA276,Uganda,28,Female,Middle,2,Christian: Catholic,Not married,Tertiary,Atesot,7,7,7,7,7,7,2,2,2,2,2,2,5,4,6,6,6,5,6,5,5,5,6,5,4,6,1,6,7,6,6,6,6,6,5,6,6,6,1,5,5,5,5,5,5,4,7,7,4,7,7,4,5,4,1,4,4,4,6,5,5.5,5,5,4,5,4,4.6
UGA277,Uganda,23,Female,Lower middle,1,Other,Not married,Primary,Japhadollah,7,7,7,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,5,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,5,3,5,5,5,6,6,6,7,7,7,7,7,7,1,4,4,1,1,1,1,7,7,7,5,5,5,5,4,4.8
UGA278,Uganda,60,Male,Lower middle,1,Christian: Protestant,Married,Primary,Etesot,7,7,7,7,7,7,4,4,4,5,3,4,6,6,6,6,5,5,7,7,7,6,6,6,5,7,6,7,7,7,7,7,6,7,7,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,2,6,2,1,1,2,1.5,7,7,7,4,4,4,6,5,4.6
UGA279,Uganda,35,Female,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,5,5,5,7,6,7,6,6,6,6,6,2,7,7,7,7,7,7,7,7,6,6,6,1,6,7,7,7,7,6,7,7,7,7,5,5,2,6,2,1,1,1,1,7,7,7,5,4,4,6,5,4.8
UGA280,Uganda,39,Male,Middle,2,Christian: Catholic,Married,Tertiary,Japhadollah,7,7,7,7,7,7,6,6,6,3,3,3,7,7,7,1,1,1,6,2,6,6,6,6,6,1,7,7,7,7,7,6,7,7,1,7,4,2,1,6,6,6,6,6,6,5,7,7,6,6,6,3,7,1,3,3,3,3,5,5,5,7,7,7,7,7,7
UGA281,Uganda,23,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Japhadollah,7,7,7,6,6,6,1,1,1,2,2,2,7,7,7,1,1,1,7,1,7,7,7,7,7,6,4,7,7,6,6,7,5,5,6,5,6,7,2,7,7,7,7,7,7,7,7,7,7,7,7,5,7,1,1,5,1,3,7,7,7,5,5,5,4,7,5.2
UGA282,Uganda,54,Female,Upper middle,3,Christian: Catholic,Married,Primary,Atesot,7,6,7,6,7,6,3,3,3,2,3,1,6,7,7,6,5,6,6,1,7,7,6,7,7,7,2,6,7,7,7,7,7,7,7,6,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,4,4,2,3,5,6,5.5,4,6,5,2,3,2,4,1,2.4
UGA283,Uganda,34,Female,Lower middle,1,Christian: Protestant,Married,Primary,Atesot,7,7,7,6,6,6,2,2,2,2,2,2,6,6,6,7,7,6,6,6,6,6,6,6,6,2,6,7,6,6,6,6,6,6,6,6,6,6,2,6,5,5,5,6,6,7,7,7,7,7,7,1,6,1,1,1,1,1,5,5,5,5,5,5,5,4,4.8
UGA284,Uganda,52,Female,Lower middle,1,Christian: Protestant,Not married,None,Etesot,6,6,6,6,6,6,2,2,2,2,2,2,4,5,5,3,3,3,6,2,6,5,6,6,6,1,1,7,7,7,7,6,4,6,6,6,6,6,2,6,6,6,6,6,6,7,7,5,7,7,7,1,1,2,1,1,1,1,3,3,3,1,4,4,3,4,3.2
UGA285,Uganda,40,Male,Lower middle,1,Christian: Protestant,Married,Primary,Mugishu,7,7,7,6,6,6,1,1,1,1,1,1,3,5,5,6,6,4,6,2,6,6,6,6,6,5,5,7,7,7,6,7,7,7,7,7,6,7,1,7,7,7,7,7,7,7,7,7,7,5,4,3,1,1,1,1,1,1,1,1,1,1,3,1,3,4,2.4
UGA286,Uganda,37,Male,Lower middle,1,Christian: Protestant,Married,Primary,Japhadollah,7,7,7,6,6,6,1,1,1,2,2,2,5,5,5,4,6,6,5,3,6,5,5,5,6,7,1,7,7,7,6,5,6,4,5,5,4,6,1,6,4,5,5,7,2,7,7,7,7,7,7,3,1,1,3,3,3,3,1,1,1,1,4,4,4,5,3.6
UGA287,Uganda,54,Male,Middle,2,Christian: Catholic,Married,Primary,Etesot,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,6,7,7,5,5,5,7,1,7,7,7,7,6,7,7,7,7,4,4,6,1,7,1,1,1,1,1,7,7,7,7,7,7,7,7,7
UGA288,Uganda,27,Female,Lower middle,1,Other,Married,Primary,Atesot,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,7,7,6,6,6,7,1,7,7,7,7,7,7,7,7,2,4,4,7,7,7,7,7,7,7,7,7,7,7,7,5,5,3,7,1,2,2,2,2,7,7,7,7,7,7,7,7,7
UGA289,Uganda,63,Male,Lower middle,1,Christian: Protestant,Married,Secondary,Etesot,6,6,5,6,6,6,2,2,2,2,2,2,6,6,6,7,6,6,6,2,5,5,6,6,6,7,1,6,6,6,6,6,6,6,3,6,6,7,1,6,5,6,6,6,1,7,7,7,7,7,7,3,1,1,1,3,2,2.5,5,5,5,4,4,5,6,3,4.4
UGA290,Uganda,42,Female,Lower middle,1,Christian: Catholic,Married,None,Atesot,7,7,7,6,6,7,2,2,2,1,1,1,6,6,6,6,6,6,3,6,4,6,6,5,5,6,1,6,6,6,7,6,7,7,6,5,4,2,3,5,6,6,7,7,3,7,7,7,7,7,7,2,1,1,2,2,2,2,3,5,4,1,3,3,3,3,2.6
UGA291,Uganda,27,Male,Middle,2,Muslim: Sunni,Married,Secondary,Musaoga,7,6,6,2,6,6,4,2,2,2,2,3,2,6,6,6,7,5,6,6,6,6,4,5,6,7,2,6,7,2,6,5,3,7,2,6,7,6,6,7,7,7,7,7,7,7,7,4,2,4,3,2,2,1,2,2,2,2,6,5,5.5,5,5,5,5,6,5.2
UGA292,Uganda,26,Female,Lower middle,1,Other,Married,Secondary,Atesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,2,7,7,7,7,7,5,3,6,2,1,2,2,2,7,7,7,5,5,4,7,5,5.2
UGA293,Uganda,22,Female,Lower middle,1,Other,Married,Primary,Etesot,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,5,1,6,2,1,1,1,1,7,7,7,5,5,5,6,5,5.2
